42.828125,44.671875
45.109375,46.625
47.40625,48.578125
47.40625,52.390625
47.40625,56.15625
45.109375,58.125
42.828125,60.109375
38.375,60.109375
27.984375,60.109375
27.984375,44.671875
38.375,44.671875
0.0,0.0
44.671875,12.796875
47.53125,15.1875
50.390625,17.578125
50.390625,22.40625
50.390625,27.15625
47.5625,29.515625
44.734375,31.890625
39.015625,31.890625
27.984375,31.890625
27.984375,12.796875
39.015625,12.796875
0.0,0.0
62.546875,37.25
65.859375,32.515625
69.1875,27.78125
69.1875,20.90625
69.1875,10.359375
62.0625,5.171875
54.9375,0.0
40.375,0.0
9.1875,0.0
9.1875,72.90625
37.40625,72.90625
52.59375,72.90625
59.40625,68.3125
66.21875,63.71875
66.21875,53.609375
66.21875,48.296875
63.71875,44.5625
61.234375,40.828125
56.5,39.015625
0.0,0.0
139.205078125,22.515625
98.345703125,22.515625
98.970703125,16.359375
102.783203125,13.28125
106.595703125,10.203125
113.423828125,10.203125
118.939453125,10.203125
124.720703125,11.84375
130.517578125,13.484375
136.626953125,16.796875
136.626953125,3.328125
130.423828125,0.984375
124.220703125,-0.21875
118.017578125,-1.421875
111.814453125,-1.421875
96.970703125,-1.421875
88.736328125,6.125
80.517578125,13.671875
80.517578125,27.296875
80.517578125,40.671875
88.595703125,48.328125
96.673828125,56.0
110.845703125,56.0
123.736328125,56.0
131.470703125,48.234375
139.205078125,40.484375
139.205078125,27.484375
76.220703125,0.0
121.236328125,38.28125
118.330078125,41.328125
115.423828125,44.390625
110.736328125,44.390625
105.658203125,44.390625
102.486328125,41.53125
99.314453125,38.671875
98.533203125,33.296875
121.236328125,33.296875
76.220703125,0.0
195.16796875,39.703125
189.55859375,42.046875
184.32421875,43.21875
179.10546875,44.390625
174.46484375,44.390625
169.48046875,44.390625
167.05859375,43.140625
164.65234375,41.890625
164.65234375,39.3125
164.65234375,37.203125
166.48046875,36.078125
168.30859375,34.96875
173.04296875,34.421875
176.12109375,33.984375
189.55859375,32.28125
194.18359375,28.375
198.82421875,24.46875
198.82421875,16.109375
198.82421875,7.375
192.37109375,2.96875
185.93359375,-1.421875
173.15234375,-1.421875
167.73046875,-1.421875
161.93359375,-0.5625
156.15234375,0.296875
150.04296875,2.0
150.04296875,15.28125
155.27734375,12.75
